number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_split0_test_score,user_attrs_split1_test_score,user_attrs_split2_test_score,user_attrs_split3_test_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,state,key
17,-1.8507080466688268,2023-04-25 17:30:40.144747,2023-04-25 17:31:18.692815,0 days 00:00:38.548068,0.00017032814709911555,6,459,20,0.003557128442523548,3.2547546135057003e-05,9.382482469081879,0.24939972162246704,-1.8507080466688268,-1.8935317821870639,-1.939998574334008,-1.7775191328205873,-1.791782697333648,0.19838320994941155,0.021154338817384093,0.0682559238436861,COMPLETE,2_3
18,-1.870357533847472,2023-04-25 17:30:50.164132,2023-04-25 17:31:15.091292,0 days 00:00:24.927160,0.00012365638052161686,6,272,20,0.0016469274152871624,3.868155766830321e-05,6.060953676700592,0.16528093814849854,-1.870357533847472,-1.9223869184794837,-1.9610092330850104,-1.7771410881202478,-1.8208928957051462,0.2965669999653959,0.023309573793832198,0.07426446596523585,COMPLETE,2_3
19,-1.7425377178496144,2023-04-25 17:30:50.887464,2023-04-25 17:31:20.081733,0 days 00:00:29.194269,0.03633026504349158,8,434,15,0.0016266328995639407,3.578053021860477e-05,7.079709351062775,0.2126581072807312,-1.7425377178496144,-1.6017985343628292,-1.6666221186786636,-2.0929398152117606,-1.6087904031452047,0.23245397820799,0.03359417206797408,0.2038631097038175,COMPLETE,2_3
20,-1.7570755433340364,2023-04-25 17:31:15.094058,2023-04-25 17:31:41.689375,0 days 00:00:26.595317,0.03495867899743786,33,436,12,0.015495658536789143,8.729018954598396e-07,6.421842455863953,0.2218378186225891,-1.7570755433340364,-1.6560123036581917,-1.6205927034274237,-2.112238171616155,-1.6394589946343743,0.14618080473641118,0.01588020861316891,0.20543581057050017,COMPLETE,2_3
21,-1.731746154081311,2023-04-25 17:31:18.694315,2023-04-25 17:31:47.535937,0 days 00:00:28.841622,0.029898049821930405,47,416,14,0.291742776960076,0.09404156115934802,6.961677253246307,0.24290305376052856,-1.731746154081311,-1.6042613187988017,-1.6354717499428832,-2.06744870467564,-1.6198028429079194,0.05623881686749962,0.03925626410046975,0.19413181830345233,COMPLETE,2_3
22,-1.7278020540927725,2023-04-25 17:31:20.084435,2023-04-25 17:31:45.605003,0 days 00:00:25.520568,0.017711059521797832,32,406,11,1.1773298021512555,0.22441651860090625,6.1456170082092285,0.22989249229431152,-1.7278020540927725,-1.5600905873541626,-1.623566867213818,-2.0642320554222895,-1.6633187063808201,0.05405238797286472,0.02359411976258201,0.1976963316465595,COMPLETE,2_3
23,-1.708732632386652,2023-04-25 17:31:20.500325,2023-04-25 17:31:47.528339,0 days 00:00:27.028014,0.014497087041379723,47,400,12,1.2303149035150487,0.332042917626251,6.462097108364105,0.28917044401168823,-1.708732632386652,-1.560515306488357,-1.6239538679857453,-2.0440481549047553,-1.6064132001677505,0.07939413354736141,0.08352553716608203,0.19497537052213343,COMPLETE,2_3
24,-1.7197238423135248,2023-04-25 17:31:41.691567,2023-04-25 17:32:16.599551,0 days 00:00:34.907984,0.01027038476905036,24,314,25,1.6026745718268773,0.2519135902692511,8.49128657579422,0.22982096672058105,-1.7197238423135248,-1.594839562534495,-1.6906938475237017,-2.0413623106382377,-1.5519996485576653,0.09067899193289154,0.021286212186640993,0.19236783346673672,COMPLETE,2_3
25,-1.7130535824507445,2023-04-25 17:31:45.606230,2023-04-25 17:32:20.854894,0 days 00:00:35.248664,0.007936363582472373,23,316,25,0.7199960676615771,0.11128752205711802,8.55194365978241,0.2543982267379761,-1.7130535824507445,-1.6037137827115648,-1.6893775569481126,-2.027609679325094,-1.531513310818206,0.14145155237480325,0.03473282393327843,0.19001194324031725,COMPLETE,2_3
26,-1.8262857888619277,2023-04-25 17:31:47.533474,2023-04-25 17:32:13.399379,0 days 00:00:25.865905,0.0007032220299339434,15,297,24,7784.521718795448,0.0010059019446661058,6.224048733711243,0.23283326625823975,-1.8262857888619277,-1.8623597182857465,-1.9394189772996488,-1.7694849734226965,-1.7338794864396192,0.47288138775367294,0.07155385968122074,0.0804140909170842,COMPLETE,2_3
27,-1.7665117157998647,2023-04-25 17:31:47.537037,2023-04-25 17:32:22.587191,0 days 00:00:35.050154,0.0015419653449967527,16,330,25,820.8350406512546,478.8213357509382,8.537526726722717,0.21901577711105347,-1.7665117157998647,-1.7915623533541083,-1.831040923556498,-1.8069909523197953,-1.6364526339690566,0.09336823627130177,0.025723952890352127,0.07639614920184482,COMPLETE,2_3
28,-1.7097253418410663,2023-04-25 17:32:13.404883,2023-04-25 17:32:49.406453,0 days 00:00:36.001570,0.005521231861911377,23,341,25,6.726512706714951,157.27831113392782,8.742524087429047,0.25209444761276245,-1.7097253418410663,-1.6160767450258753,-1.6974198006570296,-1.987539614700742,-1.5378652069806185,0.2961896377777096,0.02346822838451054,0.1700280581169531,COMPLETE,2_3
29,-1.7677199018051386,2023-04-25 17:32:16.602217,2023-04-25 17:32:42.043792,0 days 00:00:25.441575,0.11829853448069788,22,346,18,18.782844417666563,207.87452752769755,6.156188428401947,0.19871258735656738,-1.7677199018051386,-1.7218986836494221,-1.6727093976393128,-2.09200511034779,-1.5842664155840296,0.19864487829178284,0.04142708644094936,0.1936121496841996,COMPLETE,2_3
30,-1.7783422481019593,2023-04-25 17:32:20.857939,2023-04-25 17:32:56.878575,0 days 00:00:36.020636,0.14214611759504503,21,497,18,0.04294321504435497,205.65892200019388,8.7737717628479,0.22514277696609497,-1.7783422481019593,-1.7294671230206797,-1.6915152352608638,-2.0800315749443135,-1.6123550591819802,0.29994265724681346,0.016803387598987182,0.17923162725002534,COMPLETE,2_3
31,-1.7691972680330597,2023-04-25 17:32:22.588737,2023-04-25 17:32:39.393360,0 days 00:00:16.804623,0.15266607236448884,21,234,18,13.721735260809178,1.3501262144302724,4.084406077861786,0.1116517186164856,-1.7691972680330597,-1.676387713438271,-1.7094759268890012,-2.0863473568890827,-1.604578074915884,0.09110767172823778,0.0030659703040065095,0.18699191801790616,COMPLETE,2_3
32,-1.778320759138862,2023-04-25 17:32:39.395433,2023-04-25 17:33:01.647229,0 days 00:00:22.251796,0.10308210155929898,10,493,8,0.04512723149446307,0.009030649639514063,5.3737534284591675,0.1836525797843933,-1.778320759138862,-1.6785066624476406,-1.6552935792131294,-2.1052678889696805,-1.6742149059249978,0.2454254859582119,0.0065888719020020395,0.18896494071438216,COMPLETE,2_3
33,-1.8140694406702147,2023-04-25 17:32:42.047494,2023-04-25 17:33:08.070743,0 days 00:00:26.023249,0.0004403097975473484,11,495,8,0.04249734011119329,0.010197601338454692,6.311473250389099,0.18820369243621826,-1.8140694406702147,-1.8206747046218998,-1.91595987601892,-1.7829065731765437,-1.736736608863495,0.4477115349820085,0.025544651362680255,0.06591051037788781,COMPLETE,2_3
34,-1.6887761589185772,2023-04-25 17:32:49.408693,2023-04-25 17:33:17.243530,0 days 00:00:27.834837,0.002726956050973258,11,500,9,0.11489617686948145,0.011861832405035985,6.733606219291687,0.219129741191864,-1.6887761589185772,-1.5659516865271266,-1.7286767993622851,-1.918286944152441,-1.5421892056324567,0.269215289723254,0.03179733462697403,0.15069907725200937,COMPLETE,2_3
35,-1.7069879677287165,2023-04-25 17:32:56.881828,2023-04-25 17:33:11.249791,0 days 00:00:14.367963,0.0037879355271528284,11,258,8,0.07840395424985182,0.027174648724687694,3.4739829301834106,0.11210387945175171,-1.7069879677287165,-1.6210218751929992,-1.781230283061519,-1.8652022894591722,-1.5604974232011752,0.1705601129517164,0.008352765096032866,0.12185374603232195,COMPLETE,2_3
36,-1.7193896247534102,2023-04-25 17:33:01.648989,2023-04-25 17:33:49.776756,0 days 00:00:48.127767,0.004274852956029304,27,373,31,110.09939370010997,1.3895503648749992,11.699236392974854,0.326080858707428,-1.7193896247534102,-1.655667102533068,-1.699106362905119,-1.96621548781712,-1.556569545758333,0.2812761531714133,0.038420110801522904,0.1515794802656652,COMPLETE,2_3
37,-1.7054972113457594,2023-04-25 17:33:08.072926,2023-04-25 17:33:46.765029,0 days 00:00:38.692103,0.0031339152060028633,26,382,22,137.45851079999804,1.2052665904404503,9.37361055612564,0.2929612398147583,-1.7054972113457594,-1.622938311782347,-1.7172265710397128,-1.9324487072649794,-1.5493752552959992,0.222272382352193,0.063495920520096,0.14390500029249048,COMPLETE,2_3
38,-1.7058283906022442,2023-04-25 17:33:11.251489,2023-04-25 17:34:01.447294,0 days 00:00:50.195805,0.002839745136091629,27,370,33,159.0824085347297,1.2519864333332253,12.251686990261078,0.29123175144195557,-1.7058283906022442,-1.639006165531449,-1.7209757728539083,-1.9059214049412825,-1.5574102190823376,0.22505759471917144,0.025965969318616555,0.12918960966065057,COMPLETE,2_3
39,-1.7720093627838478,2023-04-25 17:33:17.245015,2023-04-25 17:33:35.235901,0 days 00:00:17.990886,0.001015744014137196,4,362,10,153.57640353316359,1.4592697418804714,4.333917140960693,0.15793460607528687,-1.7720093627838478,-1.765120750914364,-1.8523423145124542,-1.7926662687785067,-1.677908116930066,0.10105479618209146,0.008724304855280075,0.06281438597850228,COMPLETE,2_3
40,-1.6996872455183103,2023-04-25 17:33:35.239622,2023-04-25 17:33:51.466071,0 days 00:00:16.226449,0.003567116455304522,3,390,31,0.00013559551959810385,0.0015603209940072207,3.897133708000183,0.15334302186965942,-1.6996872455183103,-1.6411491157592673,-1.8173855296663788,-1.8252491749704336,-1.5149651616771618,0.19046377535052036,0.014908690830785571,0.12958360729027643,COMPLETE,2_3
41,-1.8036952507436337,2023-04-25 17:33:46.766476,2023-04-25 17:34:34.939444,0 days 00:00:48.172968,0.0003769098118325149,14,467,32,0.00023340456155145666,0.0009046191547835237,11.744664788246155,0.2905625104904175,-1.8036952507436337,-1.81536366007859,-1.8901808486532439,-1.7831773041101773,-1.7260591901325233,3.9365527180351725,0.05801703532850828,0.059296404746527934,COMPLETE,2_3
42,-1.6506158108598534,2023-04-25 17:33:49.777943,2023-04-25 17:33:55.378017,0 days 00:00:05.600074,0.017294696053782563,2,157,16,0.00022051637869032145,0.0003886400635607334,1.3406179547309875,0.05398356914520264,-1.6506158108598534,-1.483558587385619,-1.7848046311153245,-1.815000483095197,-1.519099541843273,0.040586267995569456,0.0018885898922313359,0.15019454457339515,COMPLETE,2_3
43,-1.6472577895937826,2023-04-25 17:33:51.467288,2023-04-25 17:33:57.055516,0 days 00:00:05.588228,0.015165672075377569,2,167,35,7.10180154555686e-05,0.0019699259441943954,1.3175004124641418,0.07328206300735474,-1.6472577895937826,-1.490686906972064,-1.7779998559970625,-1.8083150321548211,-1.512029363251182,0.04357649106291149,0.012670017537286358,0.1464872792129106,COMPLETE,2_3
44,-1.6133633808674595,2023-04-25 17:33:55.379886,2023-04-25 17:33:59.590257,0 days 00:00:04.210371,0.013899304149975096,1,161,34,0.0005014056542711594,0.0015703361756090805,0.9973967671394348,0.0486140251159668,-1.6133633808674595,-1.4382744212049463,-1.7506043471270194,-1.714231963929023,-1.550342791208848,0.03461588177396547,0.0027896368010229236,0.12613216519322645,COMPLETE,2_3
45,-1.7508575843738565,2023-04-25 17:33:57.057045,2023-04-25 17:34:19.984311,0 days 00:00:22.927266,0.016624626793595113,0,144,41,1.6683153965393182e-07,0.00031784288326042876,5.588356018066406,0.1375594139099121,-1.7508575843738565,-1.6818713369450364,-1.6906090967652492,-2.0404673011644943,-1.5904826026206458,0.1396678114516835,0.021994475583331,0.17174319886485387,COMPLETE,2_3
46,-1.743281404206969,2023-04-25 17:33:59.592242,2023-04-25 17:34:20.280469,0 days 00:00:20.688227,0.023976964047816036,-1,147,35,3.5504908756385953e-06,0.0005245262942137056,5.02972948551178,0.1365112066268921,-1.743281404206969,-1.6558385470353605,-1.6863049974449424,-2.060262287262454,-1.5707197850851198,0.14600283189559876,0.029112374872796994,0.1878476489169052,COMPLETE,2_3
47,-1.7518930981541134,2023-04-25 17:34:01.448807,2023-04-25 17:34:24.747854,0 days 00:00:23.299047,0.018680265376452485,-1,148,41,2.686506553158241e-06,0.00023073464672163218,5.681072235107422,0.13812851905822754,-1.7518930981541134,-1.6823019849506702,-1.6837143407343647,-2.0575700112397555,-1.5839860556916634,0.1797604382970159,0.009123097323717421,0.1810541466676817,COMPLETE,2_3
48,-1.7030874374738028,2023-04-25 17:34:19.987851,2023-04-25 17:34:25.079843,0 days 00:00:05.091992,0.05916854738522602,2,165,43,0.00020075874100582006,0.00023263130770866285,1.2110530734062195,0.05603569746017456,-1.7030874374738028,-1.4807142528717847,-1.8535815716679112,-1.9180502251159688,-1.5600037002395464,0.11847476667023443,0.002235214642317413,0.18626612251607255,COMPLETE,2_3
49,-1.6682734679323454,2023-04-25 17:34:20.281641,2023-04-25 17:34:24.104786,0 days 00:00:03.823145,0.06587209900382726,2,89,42,0.0002616246112198201,0.004652950799321505,0.9121363162994385,0.03798115253448486,-1.6682734679323454,-1.432832220998343,-1.8172332131865305,-1.8638777482856057,-1.5591506892589024,0.03240243299866046,0.006394776873346048,0.1787389169864524,COMPLETE,2_3
0,-2.0079453714568976,2023-04-25 17:34:38.158329,2023-04-25 17:34:42.231501,0 days 00:00:04.073172,0.00938350784543943,40,10,48,561.1035018415475,3551259.467036493,0.9728577733039856,0.042276203632354736,-2.0079453714568976,-2.0805340431762165,-2.0375094227208086,-1.9297091327384728,-1.9840288871920926,0.38934545106616186,0.005941388810749691,0.05664815896722775,COMPLETE,2_1
1,-2.0105658942903757,2023-04-25 17:34:38.160352,2023-04-25 17:34:47.129671,0 days 00:00:08.969319,7.115301817087817e-07,-1,224,6,1773115.6060331236,18164.428064797725,2.2061485648155212,0.033964455127716064,-2.0105658942903757,-2.0828451196698516,-2.0403386196624513,-1.9321723972266718,-1.9869074406025282,0.40808506760139696,0.002628407556749353,0.05660380819855475,COMPLETE,2_1
2,-1.7555039479537473,2023-04-25 17:34:38.161309,2023-04-25 17:35:10.264809,0 days 00:00:32.103500,0.044495183594733284,-1,426,7,0.01734053703042262,0.08155320738477378,7.652362823486328,0.3699193596839905,-1.7555039479537473,-1.9572343169994133,-1.6894620046573459,-1.6353939393531545,-1.7399255308050752,0.3926731995054884,0.03604770408774265,0.12219429335750322,COMPLETE,2_1
3,-2.0104969930844736,2023-04-25 17:34:38.162205,2023-04-25 17:35:58.539021,0 days 00:01:20.376816,2.660389065493589e-07,16,475,30,0.007220021786061599,8999.569342043073,19.533463180065155,0.5571800470352173,-2.0104969930844736,-2.082764304848399,-2.0402949000362214,-1.9321064986679424,-1.9868222687853305,1.2066178515264305,0.13857123664253176,0.056603979086717174,COMPLETE,2_1
4,-2.0105658942903757,2023-04-25 17:34:42.235618,2023-04-25 17:34:50.321009,0 days 00:00:08.085391,3.929103304548927e-07,24,212,19,2675205.6234067865,86113.30730706676,1.9851195812225342,0.0331459641456604,-2.0105658942903757,-2.0828451196698516,-2.0403386196624513,-1.9321723972266718,-1.9869074406025282,0.09825316192160838,0.0013062187233309698,0.05660380819855475,COMPLETE,2_1
5,-2.0105658942903757,2023-04-25 17:34:47.131520,2023-04-25 17:34:59.766936,0 days 00:00:12.635416,9.719418599009811e-06,33,399,44,5273527.660448676,2989387.3714664252,3.1183950304985046,0.03767430782318115,-2.0105658942903757,-2.0828451196698516,-2.0403386196624513,-1.9321723972266718,-1.9869074406025282,0.1465700183830561,0.0017905030879556785,0.05660380819855475,COMPLETE,2_1
6,-2.0097913023681127,2023-04-25 17:34:50.322869,2023-04-25 17:35:13.953260,0 days 00:00:23.630391,9.398511187534143e-06,9,130,25,1.63006263397822e-05,33.925087157109054,5.7401282787323,0.16371899843215942,-2.0097913023681127,-2.081955906519871,-2.039647376013371,-1.931577916652459,-1.9859840102867508,0.32268240899246897,0.0211614293943555,0.05653148699451477,COMPLETE,2_1
7,-2.0102663306081547,2023-04-25 17:34:59.777082,2023-04-25 17:35:02.473208,0 days 00:00:02.696126,0.0011588324953672987,14,5,48,206.29903597261654,1835731.9017939963,0.6347872614860535,0.03666508197784424,-2.0102663306081547,-2.0825836502475625,-2.040016375461202,-1.9318799570782461,-1.9865853396456068,0.13122033978812697,0.0037861511650077334,0.05661288010851693,COMPLETE,2_1
8,-1.853024059336049,2023-04-25 17:35:02.476513,2023-04-25 17:35:26.052811,0 days 00:00:23.576298,0.005328688928273927,20,398,5,40879.16410488323,453680.59583670454,5.610229313373566,0.28098416328430176,-1.853024059336049,-1.9331661646309388,-1.8763719182579284,-1.8048169390187982,-1.7977412154365298,0.21789809749223096,0.04623108436690064,0.055560774914128246,COMPLETE,2_1
9,-1.7596146354611495,2023-04-25 17:35:10.268273,2023-04-25 17:35:27.347910,0 days 00:00:17.079637,0.010012216296352825,24,88,35,8753.116777174722,0.00011449420562132673,4.113399982452393,0.15361708402633667,-1.7596146354611495,-1.8625291904030294,-1.7922521639074678,-1.6976538723202956,-1.6860233152138044,0.19435572097714818,0.00837120593825303,0.0723039287776151,COMPLETE,2_1
10,-2.0105095332672027,2023-04-25 17:35:13.954546,2023-04-25 17:36:48.063002,0 days 00:01:34.108456,2.0887504819605415e-07,38,479,43,0.00045907305376069934,8040.209396025029,22.84959053993225,0.6733505129814148,-2.0105095332672027,-2.08278037781074,-2.0403029926633183,-1.9321175736377947,-1.986837188956958,0.9664881801011153,0.12308978482340868,0.0566047798633332,COMPLETE,2_1
11,-1.956889554986307,2023-04-25 17:35:26.054267,2023-04-25 17:35:36.090910,0 days 00:00:10.036643,0.562447527523654,28,134,9,7.172323385097474e-05,9.844598744853865e-06,2.406436324119568,0.10018855333328247,-1.956889554986307,-2.2602532877392796,-1.8391024079291345,-1.8978989480087254,-1.8303035762680877,0.06915888059700892,0.004995401054759068,0.17706444312828448,COMPLETE,2_1
12,-1.9856089554167364,2023-04-25 17:35:27.349420,2023-04-25 17:35:37.917692,0 days 00:00:10.568272,0.005127513588062664,13,64,38,0.00018439193910445322,1020759.189747927,2.555571734905243,0.08397418260574341,-1.9856089554167364,-2.0595659096349497,-2.0146158708039175,-1.9102896437950068,-1.957964397433072,0.2709948843989482,0.00795151213500701,0.056454079805620276,COMPLETE,2_1
13,-2.1080524239262872,2023-04-25 17:35:36.092650,2023-04-25 17:36:16.157601,0 days 00:00:40.064951,0.6347022969540393,0,492,17,0.04533399385256665,0.016417879131891924,9.693518280982971,0.31677424907684326,-2.1080524239262872,-2.4424141073873784,-2.000308912961435,-2.0132333084792022,-1.9762533668771325,0.265374143710497,0.016446705793014552,0.19349938993132648,COMPLETE,2_1
14,-1.9596257419801755,2023-04-25 17:35:37.919558,2023-04-25 17:36:40.340479,0 days 00:01:02.420921,0.23351084625654783,-1,464,35,0.08790585068423179,0.0007003855995253854,15.171359479427338,0.4274332523345947,-1.9596257419801755,-2.2281603891943176,-1.824965717027774,-1.8856271773310405,-1.899749684367571,0.27705869121809007,0.08143617371011534,0.15756356568062085,COMPLETE,2_1
15,-1.911630396332297,2023-04-25 17:35:58.542073,2023-04-25 17:36:46.183354,0 days 00:00:47.641281,0.09807824673738383,0,330,34,0.4232945311653609,0.0011123330257528765,11.558628797531128,0.3453419804573059,-1.911630396332297,-2.150738818936143,-1.7918988925704253,-1.8692624907102855,-1.8346213831123346,0.37966786086442567,0.04013212865331391,0.14074258266165085,COMPLETE,2_1
16,-1.8544781475228607,2023-04-25 17:36:16.159425,2023-04-25 17:37:04.867765,0 days 00:00:48.708340,0.043742730594383626,43,321,33,1.3061491028491454e-07,0.0002661751988222673,11.740210473537445,0.43041497468948364,-1.8544781475228607,-2.075188656842851,-1.7728235669443215,-1.8058549136463256,-1.7640454526579443,0.6001776848711402,0.027409477958747548,0.12837726690003373,COMPLETE,2_1
17,-1.8395810026717188,2023-04-25 17:36:40.343688,2023-04-25 17:37:08.758771,0 days 00:00:28.415083,0.07695787378869391,37,299,15,7.1556922033796235,1.163236008699534e-07,6.81639176607132,0.2814255356788635,-1.8395810026717188,-2.0398053436013805,-1.738443828425203,-1.7846394804984387,-1.795435358161853,0.22723042327420376,0.0166497356589157,0.11756479437229071,COMPLETE,2_1
18,-1.8204070331738977,2023-04-25 17:36:46.186884,2023-04-25 17:37:26.934525,0 days 00:00:40.747641,0.03999292408292916,44,302,23,1.4089093914892783e-07,4.2986068501143633e-07,9.794913232326508,0.3851225972175598,-1.8204070331738977,-2.038118449113571,-1.7192978435801316,-1.7790557144702184,-1.7451561255316705,0.1875993137589434,0.04285083666981504,0.12746956451470864,COMPLETE,2_1
19,-1.8194167459220816,2023-04-25 17:36:48.064352,2023-04-25 17:37:28.237889,0 days 00:00:40.173537,0.036963665227516575,46,293,23,3.5822916340598727e-07,4.841814129246787e-07,9.665811479091644,0.3717840909957886,-1.8194167459220816,-2.028512902580573,-1.7482681656350105,-1.757527910749669,-1.743358004723073,0.13604024137059084,0.020906614795808038,0.12082889062429772,COMPLETE,2_1
20,-1.9410437216508005,2023-04-25 17:37:04.871437,2023-04-25 17:37:47.936766,0 days 00:00:43.065329,0.0004384247079598553,8,290,21,4.958926211429475,4.534776431932522e-07,10.45755922794342,0.30269700288772583,-1.9410437216508005,-2.0047638983647937,-1.9735052637330455,-1.879800135112415,-1.9061055893929482,0.1424672297486361,0.021717438634049492,0.050213201980584224,COMPLETE,2_1
21,-1.9824185684712983,2023-04-25 17:37:08.760212,2023-04-25 17:37:30.846417,0 days 00:00:22.086205,0.0003237415981878033,6,147,23,6.047520981682354,1.6645526751397526,5.340646982192993,0.1751289963722229,-1.9824185684712983,-2.049658797711894,-2.0146615108502783,-1.9114392243528389,-1.9539147409701825,0.3553919164365573,0.006915650030702652,0.05341205677392071,COMPLETE,2_1
22,-1.972512614644236,2023-04-25 17:37:26.936491,2023-04-25 17:37:45.019711,0 days 00:00:18.083220,0.00043187504016989754,29,159,12,12.272927682353574,0.21471475098414186,4.3760417103767395,0.13859766721725464,-1.972512614644236,-2.0381018931345647,-2.005996056388654,-1.902515194684998,-1.943437314368728,0.14008753917612604,0.007692703904050543,0.05283963051298379,COMPLETE,2_1
23,-1.9610354934358614,2023-04-25 17:37:28.239284,2023-04-25 17:38:05.011499,0 days 00:00:36.772215,0.0005270584468327356,28,159,40,6.4272370095602955,0.33398725741238927,8.890689134597778,0.2957965135574341,-1.9610354934358614,-2.024998106363673,-1.9933290736314766,-1.8953230614123349,-1.9304917323359603,0.14843213599695412,0.0533083032987694,0.050953744315256455,COMPLETE,2_1
24,-1.704601630467254,2023-04-25 17:37:30.847848,2023-04-25 17:38:10.042202,0 days 00:00:39.194354,0.012147026558037816,30,383,13,0.0037273407717611754,5.078237622608865e-06,9.34989982843399,0.4416806697845459,-1.704601630467254,-1.8220675424780117,-1.6680947982450116,-1.6615405685672453,-1.666703612578748,0.4650371572336471,0.04481713474559583,0.06786292083173243,COMPLETE,2_1
25,-1.8055561742191655,2023-04-25 17:37:45.023462,2023-04-25 17:39:02.103135,0 days 00:01:17.079673,0.015501318428864335,46,385,38,0.005013631143020951,6.055501762730709e-06,18.566315233707428,0.6958531141281128,-1.8055561742191655,-2.010532911822257,-1.7352159585854792,-1.7543724517971302,-1.722103374671796,0.23782448404889328,0.026409079191356707,0.11889843574146532,COMPLETE,2_1
26,-1.7930426373591801,2023-04-25 17:37:47.938108,2023-04-25 17:38:50.302313,0 days 00:01:02.364205,0.015718619762713125,47,381,29,5.60977194525662e-06,1.4484491646881917e-05,14.944895625114441,0.6389937400817871,-1.7930426373591801,-1.988998500640201,-1.7073206833881014,-1.7523694386964965,-1.723481926711922,0.2635359767921508,0.06731894119019227,0.11428030812659234,COMPLETE,2_1
27,-1.7821393986017025,2023-04-25 17:38:05.016260,2023-04-25 17:39:09.945098,0 days 00:01:04.928838,0.0136805573272662,22,381,29,0.003718580639515269,2.483453861241305e-05,15.544976651668549,0.6799907684326172,-1.7821393986017025,-1.9733034369195763,-1.7032095815139783,-1.7391737608997702,-1.712870815073485,0.4431908292847605,0.12652427156008114,0.11115056034343516,COMPLETE,2_1
28,-1.7008944093394454,2023-04-25 17:38:10.045174,2023-04-25 17:38:47.055763,0 days 00:00:37.010589,0.01294290746096375,21,390,12,0.004299793650969783,2.098793718402176e-05,8.825372278690338,0.42068248987197876,-1.7008944093394454,-1.8153924480705312,-1.6849953970513993,-1.6450796692494347,-1.6581101229864161,0.2899888410142139,0.03815960791081266,0.0676541939480734,COMPLETE,2_1
29,-1.7386303547053183,2023-04-25 17:38:47.059247,2023-04-25 17:39:26.426163,0 days 00:00:39.366916,0.002540468116130486,20,397,10,0.005395989011532178,6.848105237671263e-06,9.498715579509735,0.3357957601547241,-1.7386303547053183,-1.7814374717637915,-1.7771853581228532,-1.7179374024347498,-1.6779611864998791,0.35168865352644363,0.016575764969849322,0.04309258580021583,COMPLETE,2_1
30,-1.7808028936423448,2023-04-25 17:38:50.303780,2023-04-25 17:39:30.080846,0 days 00:00:39.777066,0.0017645089727266082,18,361,12,0.002882075229487784,0.006368103151657902,9.564888775348663,0.37221503257751465,-1.7808028936423448,-1.822626924411106,-1.8219765886738517,-1.7503504876264189,-1.7282575738580028,0.26562751246291794,0.10073713691508593,0.04222819666908409,COMPLETE,2_1
31,-1.7336562590213398,2023-04-25 17:39:02.104893,2023-04-25 17:39:49.256101,0 days 00:00:47.151208,0.002396926662486189,33,439,11,0.0016695167383768818,0.006838889759602905,11.376833379268646,0.4042379856109619,-1.7336562590213398,-1.782875021487742,-1.761747352983804,-1.71931373216224,-1.6706889294515734,0.10115380212421103,0.00873976089930559,0.04295983242688361,COMPLETE,2_1
32,-1.73818916887544,2023-04-25 17:39:09.950096,2023-04-25 17:40:00.470225,0 days 00:00:50.520129,0.0022397920395517755,32,444,12,0.0008689389762956167,0.004511593248436947,12.208970546722412,0.4135324954986572,-1.73818916887544,-1.7866015900688457,-1.7680277228669625,-1.7197907464587672,-1.678336616107185,0.19699696180537427,0.030110382784171285,0.04229341512106757,COMPLETE,2_1
33,-1.7691983325046425,2023-04-25 17:39:26.428724,2023-04-25 17:40:06.078044,0 days 00:00:39.649320,0.0020279705191799677,18,348,12,0.001075809410439126,0.001743735261503807,9.587454795837402,0.31815105676651,-1.7691983325046425,-1.8123921216931274,-1.807999038807233,-1.7414849811619446,-1.7149171883562657,0.21667991056407004,0.005252802779220404,0.042088212978041196,COMPLETE,2_1
34,-1.7339472432697958,2023-04-25 17:39:30.083624,2023-04-25 17:40:11.643729,0 days 00:00:41.560105,0.002380948151415617,5,441,9,0.052319932081141426,3.566631788931936e-06,9.998899519443512,0.3844541907310486,-1.7339472432697958,-1.7730654137263677,-1.781394460533372,-1.7099804827898621,-1.6713486160295812,0.29896228930750257,0.05987300058684214,0.045482038834545095,COMPLETE,2_1
35,-1.720721252019348,2023-04-25 17:39:49.259182,2023-04-25 17:40:35.942618,0 days 00:00:46.683436,0.0027481896425824806,31,445,11,0.0006555481406056581,6.234371017419978e-05,11.233263492584229,0.4297271966934204,-1.720721252019348,-1.7749829381728155,-1.7445149487221636,-1.7089751240941875,-1.654411997088226,0.18740749135231644,0.044207307663883005,0.04484796371564081,COMPLETE,2_1
36,-1.7257608274055798,2023-04-25 17:40:00.472927,2023-04-25 17:40:55.090207,0 days 00:00:54.617280,0.002494930636631751,33,451,14,0.0007926264092950911,0.003073615848963283,13.185524225234985,0.4623839855194092,-1.7257608274055798,-1.7789525496133525,-1.7452913796793459,-1.7119794020453007,-1.66681997828432,0.3702702615517048,0.009174250679170524,0.041457065633143934,COMPLETE,2_1
