,0,13,1,12,15,6,14,7,11,3,2,10,4,8,9,5,avg_across_sites,feature_name
12,3.0,0.0,0.0,74.0,11.0,28.5,6.75,37.0,67.0,2.0,0.0,0.0,0.0,0.0,41.5,0.0,16.921875,air_temperature_std_lag7
32,3.0,0.0,0.0,70.66666666666667,2.0,18.0,13.25,34.0,59.0,15.5,0.0,3.5,0.0,0.0,48.0,0.0,16.682291666666668,wind_direction_std_lag7
36,6.333333333333333,0.0,0.0,54.666666666666664,17.5,17.25,9.75,24.0,47.0,6.25,0.0,0.0,0.0,0.0,74.5,0.0,16.078125,wind_speed_std_lag7
25,1.3333333333333333,0.0,0.0,66.66666666666667,2.5,16.5,45.0,35.0,34.0,13.5,0.0,5.0,0.0,0.0,36.5,0.0,16.0,sea_level_pressure_mean_lag7
30,0.3333333333333333,0.0,0.0,78.66666666666667,0.5,12.75,26.0,16.0,48.0,9.25,0.0,0.0,0.0,14.0,44.0,2.0,15.71875,wind_direction_max_lag7
13,1.6666666666666667,0.0,0.0,78.66666666666667,6.0,18.0,32.0,0.0,0.0,42.75,0.0,0.0,0.0,0.0,34.5,1.0,13.411458333333334,cloud_coverage_mean_lag7
35,0.0,0.0,48.0,23.666666666666668,1.0,1.5,2.5,24.5,34.0,8.5,0.0,0.0,0.0,0.0,9.5,0.5,9.604166666666668,wind_speed_min_lag7
7,0.0,0.0,0.0,37.333333333333336,0.0,7.5,2.75,16.0,34.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,7.723958333333334,wind_direction
16,2.3333333333333335,0.0,0.0,49.0,10.5,14.25,6.5,0.0,0.0,6.5,0.0,2.0,0.0,0.0,22.0,0.5,7.098958333333334,cloud_coverage_std_lag7
5,0.3333333333333333,0.0,0.0,0.0,24.0,3.25,0.75,42.0,27.0,4.25,0.0,0.0,0.0,0.0,3.0,0.0,6.536458333333333,precip_depth_1_hr
3,1.3333333333333333,0.0,0.0,13.333333333333334,12.5,5.75,2.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,16.5,0.0,3.276041666666667,cloud_coverage
14,1.3333333333333333,0.0,0.0,26.666666666666668,5.0,1.0,9.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.5,0.0,3.0,cloud_coverage_max_lag7
41,0.0,0.0,0.0,3.6666666666666665,3.0,0.0,0.0,0.0,0.0,5.5,3.0,0.0,0.5,0.0,6.0,3.5,1.5729166666666665,weekend
15,1.0,0.0,0.0,20.0,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.484375,cloud_coverage_min_lag7
